hour,day,lighting,police_presence,incidents_24h,crowd_density,latitude,longitude,distance,traffic_density,risk_score
20,1,75.53449527745207,58.870474769248304,3,59.92590593200735,12.86426428266435,77.54657322907455,1.3901939433321544,73.95831786712853,30.64901437799287
0,6,50.15399594383403,15.957425869232239,2,100.0,13.042364497070508,77.69454337922774,4.680607224448014,17.936082674867812,70.74330309865506
11,5,82.42757139770681,61.01575470233527,1,10.708040768971038,12.869331287665807,77.61499669463427,17.52480383658797,70.26487432871481,29.21249534841523
21,0,94.56134566513259,46.106466752840056,7,64.44522892973916,13.070149035826438,77.71069982238554,21.931711212264098,35.777378672764385,29.231800705088553
11,2,79.61258040298273,50.09202174194278,4,94.43709774870784,13.011727043506674,77.67898806576768,5.141139461041232,77.39683637442064,39.623771624548155
16,0,76.24139766564626,66.39776307963594,7,72.76543297516389,12.909574893467825,77.71057268961124,10.901295643609231,58.363940863447,40.383442647488415
9,0,45.82363733573308,73.66454347425692,4,74.98836328475124,13.011856883053795,77.45604841463538,1.1179017575413985,44.76179046207361,49.42796461927906
15,3,70.29542697436194,32.82374544158622,2,67.63084705603437,12.904899314980629,77.52305187822158,1.4123358350420472,35.249350772729464,41.04964617780934
14,1,44.49396676378246,49.40516691689232,2,88.9500346932625,12.981621162253123,77.47700238213379,15.276096582310021,70.58237485888327,55.885623348303405
14,2,64.3993035479849,39.077779945228606,4,17.375654956628964,13.089868094872669,77.5826249051568,0.7264895973881578,81.52379213702318,35.38492571713883
18,4,23.993334019367097,61.93724362148525,2,8.422200020892603,12.98857578802319,77.7169880364846,1.0604396903103726,36.67871147849539,32.94092394132714
11,4,24.18603992519767,45.35391012527661,5,49.80997578604232,12.894609795489265,77.59026207868006,2.728367418009247,21.674835855465073,50.78990031487427
22,6,60.22380775132425,50.58502959403751,4,0.0,13.067148604546883,77.70491391337411,4.452923503285245,67.35527607363063,16.892218828348707
19,0,51.289008204325256,44.59446477979671,0,86.91937412534034,12.906030524881002,77.5481534714058,4.629398029777898,13.786726449157491,43.08172180203707
2,3,67.66967983685434,47.87760968861336,0,86.62145586486324,13.071564962311033,77.55187102184158,1.7263864989847502,17.362189060425706,49.233719212221736
4,3,61.630785522122025,84.0930201185627,4,36.99948334746421,12.99380568676475,77.71866851909806,12.66715981603938,23.432493111802522,41.39501743509534
18,4,65.75476968025387,97.81532329535449,2,38.87688210018471,12.986122527728291,77.5777451439535,12.331400487094085,39.61373792403126,30.386991333306064
6,6,80.2151860589185,57.541841874849524,2,47.82957574547986,13.105430511357243,77.6869296463384,2.4884616632149164,16.591702769613875,35.44112131825153
20,6,53.41827610847919,48.00060440366194,5,51.56061951318859,13.0625810573022,77.52099306436457,2.848384136923057,1.5300022654605527,25.698055087342265
8,6,59.51390470887843,18.08726478220634,3,53.81521757582856,12.85987323908648,77.73464024890329,6.061656813476089,21.61389514157192,53.02518361113684
6,2,100.0,34.791636003772524,4,66.7469632063491,12.93885229438048,77.62237347395917,5.4383008592302575,66.06186116431547,42.67062292531341
17,1,65.07710317062568,47.46527928428188,0,44.821209409745656,13.11127619825497,77.67779707057352,2.4087377189291415,18.21139819683082,27.515971686440277
3,2,60.519738134365284,35.69873558725148,2,78.29579910433381,12.855497850563559,77.47685470993846,2.674261938822297,41.49325805114575,55.85232424054203
13,5,67.06281748307974,37.80198474256155,3,63.3784333137591,13.013576033878591,77.59779926774917,2.1388522400674086,98.66746155913904,45.80679745221654
17,5,60.96589067476174,81.50778948112331,3,31.791096623820934,13.068347700752183,77.7203115493202,1.3419142445257863,48.77064674932274,21.709975681948134
8,1,47.260692676169384,50.575816274769636,2,90.05338003412292,13.036556825645373,77.71311158871299,3.0637229614019206,58.56327474323983,50.114489534974815
20,4,40.04925407050699,52.364239828038734,3,9.252290416325394,13.07815966063133,77.46404418717027,5.798729177021064,26.348999543711173,38.895146380632866
1,1,45.91421649624988,36.516188793235465,2,47.23502567535571,13.067707554674424,77.54110954073869,6.773333266086202,100.0,50.82578579505567
19,3,86.82297966926967,73.55089449539172,2,79.00752203226403,13.057609208545934,77.58299600194373,7.54510506744806,36.46763777153928,26.24681413507799
14,5,49.25236863203969,45.74842744022864,4,28.30780685263566,13.096461958277695,77.50167944430675,2.3478747133497575,44.297382888712086,26.48742450814202
6,0,61.126884954093086,39.582726696982874,4,59.28666940301454,13.043707200534861,77.668999493297,7.233110013752223,82.92646694918412,42.06811502277803
11,0,82.51840712832244,18.38498365381117,1,66.30018790997144,12.970725548277095,77.50535359867962,0.5,45.45664387865953,42.86079976901253
7,4,58.04022072972554,48.77796172497268,4,24.18428396056283,12.991572732974376,77.55399190831096,3.241346513411507,51.19721956688037,48.41497759284738
14,3,80.83403287109131,38.95883996445197,1,47.82566841217895,13.065017434804435,77.64898419105735,7.89707570408611,42.95779198027176,26.189512597680356
2,2,26.48017393922833,83.69159492033799,5,45.3048850937237,13.112891808900038,77.59462680335734,4.971865736235375,43.12919054856932,52.071060170703745
13,3,61.687083011452586,86.877973840039,1,33.447864445031215,12.931665640251932,77.67157131159047,3.2128704067212737,59.26255027070229,25.036876774528196
16,0,66.97240241496272,25.29439010467451,4,100.0,12.952623038791321,77.73836237036686,5.173147827689983,63.82357972995264,53.05041817202603
3,0,65.57846807745419,27.556935242380053,3,27.10680939663573,13.129221818908723,77.48496400631456,11.872876715068603,33.91878921968582,41.46230516286897
17,5,23.677032554027903,44.47360729747104,2,80.1479088220365,13.023553537722833,77.66287031491942,4.177954284875478,30.847988596326758,51.57598627148955
7,3,95.07781616077011,33.67924209211456,2,38.215969493565744,12.9036885451405,77.51910324668964,8.041847203769258,34.77159777856092,32.87168300869901
3,3,43.633176375714584,54.348331513734266,1,17.40091433344155,13.049108541673714,77.57434301822228,19.749331896295693,14.968649645005797,45.3386712252992
1,0,73.3759281315617,43.46753021828865,2,53.084427294652066,13.147228646661814,77.45985881773855,6.113539443529032,10.239243537017565,47.40026606180072
5,2,65.19910706618326,55.61064681110517,1,69.47280153162502,13.09703606934112,77.49077221468781,4.258672350044721,57.42917868062269,43.39229264330729
21,4,90.09273809526694,70.32187043293933,3,77.61528725197036,13.073722340965421,77.54593318671468,0.5,73.4648950793778,27.182924143520484
9,6,100.0,28.715569793289852,1,96.86795331965209,12.91241399627988,77.5525957415864,2.3458430758719047,71.77613232863044,42.17925575428291
3,4,32.7408878864291,69.90422444954797,1,100.0,13.112841935405202,77.71987556493863,4.167137721885265,0.0,55.56120597592575
21,3,48.77715296818753,35.426951713596466,2,57.51542611266791,13.007736653060665,77.67254387277995,7.977837063261255,43.87337282391848,36.304683096802904
17,4,69.7273123459763,92.96965698297552,5,30.107234785238365,13.116787006621587,77.74165489045612,2.8821995246081404,22.447701110186024,24.09570898777109
11,0,37.36616706118021,82.41951932498776,6,63.586229803846734,12.948948348827464,77.62972145310057,16.10166890644837,53.59343594552142,46.25748918971043
1,0,84.55456519889401,47.7383932822753,2,42.01361148780525,12.86861531579063,77.5225141196274,1.5858548203682157,39.55441202976547,36.80044614919782
9,3,86.08431555392646,30.72833110939917,3,77.7789838955669,12.992792790597925,77.54829650897649,6.82397949439965,64.79779765611471,42.42665932786497
3,3,78.98622689987593,26.902680406508335,5,11.085071109028348,12.930951281445363,77.5459507769876,2.715292988737052,49.52117273996647,38.65104248475383
13,6,70.91454377190493,67.4725700414906,5,100.0,13.06456878693289,77.54794829829898,3.327548148322345,2.5999526270527724,42.273275108734765
15,6,99.24271944924452,49.39194466939003,0,75.68144284326539,13.13713196585681,77.65188925193354,8.11013496373424,25.822853180011485,25.658008345160965
14,5,36.10936295827845,68.53733771503917,3,0.0,13.057292245345469,77.60924237842713,1.7564136948635687,50.14462787066634,36.94519441385057
7,3,66.63170488356384,94.0845793859128,3,28.729132930550836,13.116080178912762,77.565627253426,0.509123074951837,52.252760730777155,34.111206208553426
13,2,46.52992828174446,34.59234122567753,1,74.48243132341815,12.985907204080362,77.49472693061861,3.672508924181193,14.858079807399953,42.7033237390323
22,4,87.2479083141292,25.397235124838243,1,85.29032168514364,13.081492221158591,77.45664174888265,3.7623060582933645,11.588507411346953,32.76015263967052
7,3,19.16647088733918,53.851204690652516,0,11.8328711830411,13.102913031001512,77.51565040327631,7.976880529072733,51.40613343932947,48.31869839199355
20,1,64.29790336017551,72.89519222904595,3,71.39077551298847,13.063262688275064,77.48224142119061,17.260223282724677,14.908317348736816,29.787256092448974
15,5,73.38096717674871,31.190794204284856,2,0.0,13.00233318582087,77.68563350925567,0.5,8.284264337480359,25.73203348005856
12,1,41.31269662565563,50.69249477518492,1,47.319924035868624,13.03775983288461,77.48374938734416,4.478636501480361,38.871487184216456,36.734515245009774
17,0,49.345249194460834,77.40087322341981,6,83.36140526309619,13.060152098703664,77.66726847119205,5.717188466927203,37.78884771653372,45.1764529584049
14,6,65.38447453430264,17.34244323019255,0,33.454528096910586,12.925925320966428,77.56569760693283,21.273042210173728,28.03998806651747,42.543224632869006
20,4,88.8774094860369,54.70635922878199,1,4.792331025859596,13.092873778274496,77.47201351692314,14.28770253603277,32.406576081875926,15.127183094416987
23,3,39.17826928532365,39.197938128024305,3,54.38644389132678,13.135097361690182,77.69381901482947,6.231805901155764,50.34589308055987,42.35449955939663
12,1,43.53875149063285,52.48313181942606,2,31.858434000935656,12.989571794553981,77.62388917107099,3.688520406298318,31.99592740800452,25.13661560547457
8,4,93.1396942760086,64.19568581167375,2,68.88675098197507,13.060320154932963,77.52072845385908,0.8808461399987675,51.76742554162099,40.8902034303751
14,0,58.17561500200412,54.416170157761826,6,23.440207033458186,13.071107771737106,77.7184043522998,2.4239748606115135,40.48828659706664,36.13025620310118
12,6,45.56152400387556,29.795551957762896,3,26.82089331040699,13.048674264256444,77.46357749416117,4.3988578068766415,54.191253884666395,44.94774279934138
0,2,83.2171199304229,39.975077235330424,1,0.0,13.014134532498591,77.51054588245933,6.458565809254866,71.95513913591613,35.598115951998345
6,5,52.79507506919383,78.53185960648932,3,55.09834133154449,13.114494386372444,77.67561407834175,5.044766015111087,70.98119613476489,49.12075661612506
8,4,90.68553838346935,56.57865787848196,4,45.172851851702035,12.984678012780668,77.66281337909297,6.260964686955336,82.20526177665208,29.528631747283473
23,4,48.406990575507194,66.80638255169697,0,14.348459877797872,12.86833088694598,77.53678150811734,2.803165941387486,70.95367242242901,29.06154646048767
0,2,61.0101359543751,55.00590620366085,2,55.81396141301276,13.103366912713648,77.46860746260583,6.502919476877551,55.96393828854511,51.09973358735152
11,4,88.62429163471829,66.1823213648384,1,80.81210901932417,13.052194381694965,77.70742342166749,0.775913387550352,39.164209058996384,36.27738285953781
7,0,59.34347822065621,42.07707820125356,3,43.5329616974315,13.104777587949894,77.54410929142097,0.8871853970773447,40.305976929594394,43.545679720816246
23,0,83.90133305196616,34.649767064651286,5,58.045008494659214,12.891564232733408,77.50871402447848,0.8886534299075755,28.05556733910474,24.260368608795233
10,2,63.36130983047488,65.27395431696094,4,58.19933748755493,12.859225882152915,77.60481854670829,11.075846186557833,50.11323227628895,44.791683955889795
18,5,100.0,72.54748020891113,2,13.870105184631186,13.13031236211475,77.72306815978473,0.5,67.43468696779837,15.475887578815632
16,3,100.0,31.714373784067163,3,100.0,12.894318491755172,77.46306397335302,8.085041798810023,31.858309927924484,44.55219905646979
7,1,31.7975934391563,38.48110377152544,3,35.87450509633148,13.092895699621137,77.67974122640926,1.3300654038459654,49.06955353340565,50.679718527537936
2,3,78.05609203120025,46.73547143538187,5,69.68348605580812,13.09696298265419,77.62174196838161,3.15960137601272,33.065944281955765,47.75611828421759
2,4,44.58990034747396,82.39649209965297,1,73.07645831687148,13.0626115601647,77.57763473496554,12.382109464731379,55.23385825469037,54.53600598915054
0,1,69.78767346981827,61.26270910336519,4,45.81214618652745,12.88937866332786,77.67322413323151,4.40868848768768,36.265415401251246,55.73183256233873
4,2,66.70926573275652,23.518263402682265,0,68.20385075178905,13.050219587368243,77.7397473273325,1.1793565726628383,31.512235717648686,50.41808351130621
9,2,38.61532457268781,48.14034416820997,2,57.374576654491676,13.11672597499806,77.51876186334881,1.6710045125047424,33.00083262669936,44.73441208055254
6,5,91.46211358825812,45.08242488499132,2,7.47080728317782,12.977659493440266,77.49309420952164,12.656635425355292,62.58321934613917,35.073870228013796
8,1,70.08257358922687,26.534608879921397,1,40.031818962497354,12.97405505631358,77.7238645235668,2.785603860101655,47.58126486674113,40.950583101099795
6,0,57.882924108185414,47.904161662105444,4,31.623472929378146,12.982857492873826,77.65068592323719,4.421362682671143,39.289456749999104,47.47088040259544
8,1,54.04725439391013,44.19925120787255,5,36.14764875961619,12.874681567202861,77.58139580646859,3.080302927506025,56.535112563680265,44.817581862866184
7,4,68.4944242441559,42.76734952765682,2,10.879904664900863,13.117607670708992,77.62197787107928,2.377598780076289,39.637094563308736,44.68802330248473
11,0,75.19812543785713,41.85237265236378,4,83.7930115023809,13.110754859194154,77.67368417155288,1.26337114938348,78.16294734214259,41.33628091886225
1,6,61.87560534104335,79.42787096697607,4,98.05977963840239,13.149372796537087,77.68190956961172,5.794861766387789,25.653346157668587,53.8875745123228
0,6,0.0,42.72593767798969,2,79.34008927995225,13.025554942449524,77.72596825424569,6.3335341287131985,45.32571217956796,67.91231600523429
15,6,65.42226790606209,50.99342112600529,2,88.11587672441428,13.075357490935415,77.57805283666869,1.6071257117587048,14.88086945832498,39.21211923897215
22,2,28.962948459755566,48.82470575446542,3,39.66095488975532,12.910801571892192,77.53802327300582,7.7797426785598836,41.328140202747655,35.75275191121974
22,1,59.76368585877311,39.899662992653276,3,30.912294950418907,13.05025864546725,77.64189928003695,9.639105740557719,8.009112557334255,34.278595727197285
23,6,29.885893573258954,51.59009464735396,3,26.642388595648654,13.044919854627217,77.57471836978387,12.671015773728193,68.65791306397816,38.798681541231126
4,3,29.587559123013314,51.307011921955265,4,69.32194768871668,13.120362620752484,77.6283795361847,0.8789888984022344,69.16259417513947,61.050433263259755
2,5,95.8780455487132,51.59513053798432,5,56.811891594324486,13.099237816851723,77.5759957395368,1.8114798733894901,69.6042543431119,41.95419847586455
11,3,56.99770047639024,32.81533715807157,4,47.68334865204723,13.131539938785329,77.49589873600345,9.843199787728018,50.721812004361695,46.47569251079883
7,6,55.08344600445206,45.87750985494718,4,88.8544563258603,13.110650041810482,77.59082802549769,1.10660233838195,28.003239882247698,57.78345629733458
21,5,77.06310122071478,65.20643750699715,2,62.14824061446029,13.110608168469655,77.65727534658231,0.5,29.991484199101258,30.400861656411553
2,4,55.7352369231887,46.40366737239919,2,24.84027087438246,12.869116998006616,77.6897851423003,10.23302544817039,88.25430138051303,32.32098933433007
0,3,100.0,53.23563825202516,5,29.572735125929157,13.103788585808786,77.59799788303897,1.9759610901123845,85.89192759499491,37.427671759620864
2,1,58.174505981849514,53.3407400145271,2,70.45979897762436,13.032243518350935,77.49957136706313,2.6764243451717014,53.06387892376929,49.49677095629581
4,1,74.12813529957526,58.34790261467834,1,81.2519855796379,12.964133335529787,77.57440631289484,2.955968542933744,37.10914914799182,47.854185440181794
14,3,89.27353328442152,61.17301830027621,2,66.55040696767908,12.866954387316419,77.6858881786525,9.42841487656321,84.21558556746277,29.92180693195925
13,6,100.0,46.51698780501559,4,100.0,13.053302132430414,77.57385778118513,2.061634063704499,32.63742096537975,41.98817151765637
2,1,46.449846608559,31.773293938158073,2,99.05021497194257,12.948460525161286,77.65895923808127,11.141094757038397,55.721230202397685,56.75797751608465
0,4,54.55091240403388,25.625693426502487,4,63.231075045522886,12.99033287949581,77.60216410450343,4.7978069696768575,83.79893263496146,61.02206704782336
4,0,96.86479688233787,70.35372825472717,1,24.842580215554932,13.05451853111654,77.52236693753282,3.746331280910619,29.091537508384306,32.46220955849059
22,6,85.25155760131729,65.40500895942132,3,10.700374648046974,13.123532364107243,77.68884515240693,1.9697669184378872,70.7305896409278,8.70881587579402
13,4,91.87939839171146,62.98729368675053,5,38.378547649558556,13.0976310746815,77.4752640362212,1.3966631068709567,63.01401989609675,41.45334332711337
6,5,30.78238641100829,66.22407055725347,4,72.59640339248472,12.98517913873108,77.60746708482655,4.891607902958355,49.01208644421097,59.68608815465471
8,4,100.0,46.76888032748223,1,100.0,12.966334947233914,77.51266731027303,2.9610295173510837,25.164160021672107,39.69646870770133
14,6,45.96481141787987,37.502471644688995,2,62.52341103232399,12.921933921653213,77.47011968856242,12.068477758122324,31.889005997418103,41.07086089176873
14,5,69.8073244535474,30.39185180403924,2,85.0616838269371,12.961728025352791,77.60088018112498,3.3828144771333246,57.236276821266465,43.17971230499908
9,6,61.29442806020574,28.213000068290015,7,42.64077541436593,12.88331391618757,77.59986864678048,3.5850985437445666,14.416580127965332,50.02283412498042
12,1,43.03792908629825,74.24317377100662,2,68.6830737568265,13.141331652509427,77.66207027050272,2.69546779409336,53.26859647545624,43.46287421311268
18,0,29.686605914474924,40.13710288491703,3,74.70070488431517,13.022175233187873,77.67342520791557,7.785721770929447,63.52627460154158,55.60716401130182
6,6,21.403797084177555,71.09718138421773,3,0.0,12.888341752838564,77.66833744660786,2.76552810909474,74.63050432022752,40.831730800550005
16,6,67.97546015134937,46.26228339238698,6,37.59683592870469,12.955841802779771,77.57286761987503,1.5690489031203119,15.04107313849444,39.2937093825929
19,1,26.867022744163606,36.47517583515152,2,78.49101152833609,13.014111743086197,77.63950693616798,9.90362672810031,82.90618242903184,41.77797593274386
3,2,36.65461012282792,28.11270404899713,2,58.23405006909695,13.00986569099226,77.62308357279319,4.5419627907000635,92.38408735449838,56.2722149460579
4,1,59.549103045044504,38.23691286024499,2,14.104548555472007,12.86065101061559,77.57646852683507,4.476441913947019,60.25378919283985,44.98634731979225
22,5,0.0,78.36477565812581,1,0.0,13.135252310268733,77.6291638082558,4.718594943936022,24.04878546438349,34.65292254081017
6,1,84.47449280110004,28.31579840440375,3,39.026577640939806,12.932612704442484,77.73417436301187,6.344152405597577,41.79726779099397,38.088650077314284
12,1,4.7527958223298015,92.33493642959301,5,47.852429213183626,12.854855400679567,77.50786812310442,1.8775997858883686,48.81006887203733,44.883937051721276
14,0,63.06569021668068,33.18785145060713,4,23.48231150514964,12.872933202685084,77.72173162873565,0.5,56.76158771826392,45.24722401592032
10,1,65.37548066485724,64.9989994130249,4,54.29254811083983,13.024058470974394,77.46603665419497,8.319289947341002,50.54953881609006,44.91410309203387
3,6,78.45154300454523,47.094974114900225,3,65.19160241698684,12.891335656202529,77.5425167638705,0.6900214994898063,57.02912857236542,47.1804502215196
12,0,63.957979940252656,43.58880834947629,2,70.12061512178698,12.86251743785605,77.53644357458346,6.397429740647231,47.73133106652193,31.192827238510404
6,3,100.0,24.57158445749728,4,0.0,12.963887939923813,77.63790953236428,0.5,56.627677362806075,46.42395454260276
18,2,70.40792203921252,48.03214034497524,3,10.571447065756395,13.036828357702056,77.4893674855332,2.3524814891628165,38.48691447096715,26.62547675973558
21,0,91.34030998109151,26.834280072679913,3,40.861320549357934,12.883551941452483,77.71470428355192,0.5,41.54533207543829,26.103559717270805
1,5,46.9134297782428,16.36845800465119,1,67.16519393112391,12.943998349645394,77.69856542253952,3.6929583747379837,35.59937073808331,57.59136519751578
9,3,68.01892015473669,52.39197356434898,4,64.67702040650107,12.975328201487363,77.64561974590558,5.294109258156551,97.93148836260178,45.274176538895
12,0,100.0,37.291537863284894,3,64.15609843630027,12.89783802933603,77.58752414953766,0.9402887336660168,86.59751965435807,36.66323752994706
20,0,59.05762188275898,83.68697032249962,1,38.497461740932046,13.001822169540013,77.72988681264262,2.323111619888625,63.8823547503404,27.634654743756617
5,2,69.80586910488077,70.00043430185644,1,40.17099688070118,12.875564226070532,77.69922396641617,13.313436017901202,83.13272493169347,31.595958486812105
11,6,89.52133622843688,83.94864362673539,1,28.150121947347778,12.86395554890352,77.59979454442437,2.9204695117183737,69.96153347444707,19.924763727635217
11,5,46.44426199520914,36.382341909842026,2,73.04582384317544,13.00595061014654,77.66056200633629,8.111186606950985,54.53177898785138,59.65685092052229
19,4,10.960991667020167,52.722754802625744,3,22.385336367812656,12.924369091825263,77.6200789856539,13.099148999274593,12.36071647450791,42.674215613706885
10,4,71.38934134280922,0.0,3,75.5010918556871,12.878612142369407,77.62638267151648,18.315244758470378,43.4459019968715,51.919554402103984
22,0,89.71672923395006,44.363952386265524,3,56.235597144129386,12.977173776246289,77.54929282083124,11.42972257754975,41.6240526995412,21.29484317535158
6,1,31.213855877700716,51.96996696049362,1,48.64866564634539,13.124542221855219,77.58862538138747,1.9092702484381587,21.67312067269608,52.41212271018384
0,5,81.75549743193346,53.08096155403544,3,30.298688006706,13.067257733996247,77.47343642923693,16.426799341363207,12.845943134834599,46.644827617427666
0,3,81.92415968348844,49.15263178916654,2,9.333744165076212,13.094684774604108,77.55720460749939,8.367089394523136,62.31798366417563,42.46143357510505
19,1,8.162593522117398,51.33185143503336,1,30.57041730865863,13.111574196627592,77.65874855460865,9.075414295073976,58.11260805927032,40.462800480283406
12,1,41.592784189830695,0.0,1,40.09979394125341,13.141788322418925,77.73596480915185,0.5,20.8150754983097,52.988251851852375
8,5,55.10428048170844,55.12443672163956,1,0.0,13.078973972054252,77.73891923382891,15.42160046073425,31.353037339095266,42.6008179793576
2,6,60.50939999411907,59.668797838600774,4,44.07934533996007,13.032522376581843,77.61671686073747,7.52742196725684,79.03055682885409,52.16607326081882
6,0,46.421643380800404,76.76050805257702,3,77.73072104078017,12.959627764090675,77.63198667554288,7.304389079350201,28.057587162085987,43.563890685087095
5,0,45.07492991044545,57.37476118553862,2,67.01653716301618,12.904492970967315,77.50571635565029,0.5,54.26997259834506,37.230944449669465
7,0,100.0,47.385258665735236,2,35.11382372775478,13.055997962194988,77.65859243242807,1.323530539193636,45.255542510800474,33.186927839698214
8,0,62.31102170352729,72.09883844461943,3,51.40808895245683,13.148484995836583,77.47119763780232,16.38539430658045,62.65908677655157,42.75000912267454
4,4,47.62390849625651,2.853315508010425,2,33.315062917340015,12.990207605385676,77.53540570573983,3.472511239300174,28.597308683589244,50.59623588300326
0,0,63.97076307718625,39.701029387457126,4,54.46282200007089,13.067103810427842,77.65050900418564,2.5363100568867685,52.25208693850268,53.192579042608756
18,4,78.42727082652858,34.683800398825774,2,96.20323471232095,12.998527734997946,77.54309303946305,9.161058196550048,54.21806443364693,37.91623817804197
9,4,66.2906594177802,49.30956400337378,3,79.05496407874628,12.979580027009042,77.46495406223434,0.5,55.75452015573049,46.119011611331395
11,6,59.85681022930067,6.0261437554167046,5,65.62382917078259,12.973091684067974,77.69956112280529,2.6973432003308377,51.97684644906533,51.385444240305965
23,0,48.749583283238664,76.39271324487437,5,35.213452628488454,13.001387404879509,77.54309900214037,2.3556274868993112,58.61523301485275,34.26863441262869
14,2,48.44672886331003,45.003802006315084,2,72.49815178834515,12.960068698559612,77.4689315674576,2.152771534438363,100.0,45.328211510846806
21,3,50.05479033786601,56.37593382317868,1,0.0,13.074631996546543,77.47243644935087,1.8386234381210251,100.0,19.55516165485662
23,1,73.47036502026842,54.46182450119788,1,42.42939554027328,13.112281607977454,77.52552763963662,1.179086100177049,34.019596480331955,27.69176394370291
8,4,40.14549768995532,75.249797897539,4,67.5113425947185,13.114865591993556,77.50340478416646,0.9492136682831473,0.0,40.76290766812218
19,5,74.83173058675555,12.760997302519058,1,72.21263642143253,12.918309614027748,77.68229003533405,5.113899934366353,64.88738251804934,45.47249611326306
16,5,100.0,52.24642330939625,4,70.09653470647223,13.118772741619448,77.5465052140001,12.590963133313357,54.65631149753166,35.10744918694354
16,3,73.14268394532999,72.92356521409721,1,58.84492067629083,12.952465369556531,77.69140873551196,3.555045243289669,76.52604647958951,34.99218707063475
19,5,55.76036177707157,48.040271065586175,5,44.12825062748351,12.942792299645589,77.50215379934694,1.768928126974469,57.12214749288293,35.75812194409453
11,2,32.54682787363424,30.97461213723396,1,66.13927909479466,13.06802681721947,77.59786375386322,0.8667706098008809,51.46509848814298,49.543475178142614
6,5,100.0,37.92219768688429,1,21.414168782410986,12.941408902025886,77.65641114006594,8.864002607841313,78.22266489693057,31.830403280302427
1,1,35.74955873502719,42.14115996387191,2,24.659682101202502,12.865889921682912,77.64559725615976,17.787862551523446,81.71951471034605,52.041581489480244
2,1,86.2140508618937,35.57899940954022,4,51.852040293808905,12.962085331693093,77.63033882297908,2.147421886009901,15.335998530475045,43.1056815840897
16,4,80.96294651486214,46.94377765865281,0,55.19592928126242,13.066439680107505,77.72744648057935,1.7191491662360256,29.58484532151041,26.968737182854188
